# This file is generated by MACS version 2.1.0.20140616
# Command line: callpeak -t ../BAM/H3K4me3_WT_1.bam -c ../BAM/Input_WT_1.bam -f BAM --gsize 12156677 --name H3K4me3_WT_1 -q 0.01 --nomodel
# ARGUMENTS LIST:
# name = H3K4me3_WT_1
# format = BAM
# ChIP-seq file = ['../BAM/H3K4me3_WT_1.bam']
# control file = ['../BAM/Input_WT_1.bam']
# effective genome size = 1.22e+07
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 1.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off

# tag size is determined as 51 bps
# total tags in treatment: 5774180
# tags after filtering in treatment: 4073992
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.29
# total tags in control: 5875629
# tags after filtering in control: 5077659
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.14
# d = 200
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chrIX	170990	172208	1219	171875	218.00	41.77302	2.92722	40.70257	H3K4me3_WT_1_peak_1052
chrIX	173164	174333	1170	173472	262.00	61.97750	3.41286	60.43972	H3K4me3_WT_1_peak_1053
chrIX	176593	177269	677	176970	176.00	26.51620	2.51241	25.67294	H3K4me3_WT_1_peak_1054
chrIX	179809	180795	987	180106	249.00	55.09497	3.24416	53.74228	H3K4me3_WT_1_peak_1055
chrIX	182878	183168	291	183062	160.00	16.30633	2.06346	15.58331	H3K4me3_WT_1_peak_1056
chrIX	183681	184293	613	183911	232.00	49.43806	3.15153	48.21584	H3K4me3_WT_1_peak_1057
chrIX	186900	187744	845	187469	309.00	95.36363	4.27277	92.20930	H3K4me3_WT_1_peak_1058
chrIX	188062	189438	1377	188688	306.00	93.77849	4.24457	90.73351	H3K4me3_WT_1_peak_1059
chrIX	192678	194203	1526	193082	254.00	58.03803	3.32288	56.60967	H3K4me3_WT_1_peak_1060
chrIX	195647	196272	626	195879	194.00	26.68147	2.40048	25.83593	H3K4me3_WT_1_peak_1061
chrIX	199025	200222	1198	199874	277.00	69.16044	3.56299	67.38107	H3K4me3_WT_1_peak_1062
chrIX	201742	203376	1635	203057	269.00	58.12763	3.19742	56.69694	H3K4me3_WT_1_peak_1063
chrIX	204177	204979	803	204588	217.00	41.98837	2.94544	40.91370	H3K4me3_WT_1_peak_1064
chrIX	211551	212088	538	211896	243.00	47.30991	2.96850	46.13292	H3K4me3_WT_1_peak_1065
chrIX	212333	213215	883	212754	296.00	76.74202	3.67792	74.65746	H3K4me3_WT_1_peak_1066
chrIX	215504	217197	1694	216798	291.00	68.03534	3.39347	66.29743	H3K4me3_WT_1_peak_1067
chrIX	220043	220876	834	220566	311.00	87.58923	3.94360	84.93562	H3K4me3_WT_1_peak_1068
chrIX	221994	222664	671	222376	247.00	49.67506	3.03494	48.44727	H3K4me3_WT_1_peak_1069
chrIX	229438	230047	610	229852	247.00	49.24242	3.01716	48.02441	H3K4me3_WT_1_peak_1070
chrIX	230467	231256	790	230921	286.00	74.25182	3.67834	72.27563	H3K4me3_WT_1_peak_1071
chrIX	231455	232556	1102	231993	298.00	77.31611	3.68074	75.20811	H3K4me3_WT_1_peak_1072
chrIX	235020	235594	575	235399	242.00	39.27784	2.65098	38.25068	H3K4me3_WT_1_peak_1073
chrIX	237402	237857	456	237682	202.00	33.11996	2.65082	32.18824	H3K4me3_WT_1_peak_1074
chrIX	241484	242356	873	242161	173.00	22.09965	2.30106	21.30996	H3K4me3_WT_1_peak_1075
chrIX	243247	244568	1322	243639	284.00	68.38380	3.46730	66.63402	H3K4me3_WT_1_peak_1076
chrIX	245133	245645	513	245461	229.00	44.24092	2.94780	43.12476	H3K4me3_WT_1_peak_1077
chrIX	246739	247432	694	246938	192.00	30.79689	2.61219	29.89741	H3K4me3_WT_1_peak_1078
chrIX	249980	250732	753	250340	225.00	45.86718	3.05353	44.71918	H3K4me3_WT_1_peak_1079
chrIX	255002	255883	882	255404	296.00	83.10632	3.92767	80.70654	H3K4me3_WT_1_peak_1080
chrIX	256131	257223	1093	256890	306.00	83.94225	3.85538	81.49925	H3K4me3_WT_1_peak_1081
chrIX	257643	258512	870	258155	289.00	81.60374	3.94390	79.28615	H3K4me3_WT_1_peak_1082
chrIX	258676	259442	767	259038	292.00	77.71410	3.75524	75.58598	H3K4me3_WT_1_peak_1083
chrIX	260077	260835	759	260322	260.00	54.33842	3.12049	53.00478	H3K4me3_WT_1_peak_1084
chrIX	261039	261801	763	261422	289.00	72.22216	3.56995	70.32344	H3K4me3_WT_1_peak_1085
chrIX	266972	267987	1016	267635	292.00	87.61111	4.15896	84.95630	H3K4me3_WT_1_peak_1086
chrIX	268549	269501	953	268761	225.00	49.65094	3.22705	48.42354	H3K4me3_WT_1_peak_1087
chrIX	271127	271531	405	271344	171.00	21.36306	2.27461	20.58190	H3K4me3_WT_1_peak_1088
chrIX	273230	273989	760	273730	264.00	70.67005	3.76152	68.83379	H3K4me3_WT_1_peak_1089
chrIX	274144	275057	914	274680	275.00	76.43678	3.88579	74.36684	H3K4me3_WT_1_peak_1090
chrIX	275727	277320	1594	276649	318.00	98.99305	4.31007	95.53891	H3K4me3_WT_1_peak_1091
chrIX	277588	278953	1366	278553	306.00	90.28409	4.10346	87.46890	H3K4me3_WT_1_peak_1092
chrIX	282230	283417	1188	282619	241.00	53.18477	3.23465	51.87766	H3K4me3_WT_1_peak_1093
chrIX	285418	286277	860	285779	273.00	73.32243	3.77575	71.38087	H3K4me3_WT_1_peak_1094
chrIX	288460	290234	1775	289917	303.00	82.17037	3.81770	79.82346	H3K4me3_WT_1_peak_1095
chrIX	291066	291836	771	291533	288.00	77.34873	3.78175	75.23560	H3K4me3_WT_1_peak_1096
chrIX	292407	293072	666	292748	271.00	67.30278	3.54589	65.59033	H3K4me3_WT_1_peak_1097
chrIX	299476	300155	680	299927	283.00	77.14252	3.82640	75.04090	H3K4me3_WT_1_peak_1098
chrIX	301013	301342	330	301164	158.00	16.42887	2.08062	15.70460	H3K4me3_WT_1_peak_1099
chrIX	301749	302097	349	302028	119.00	6.47264	1.61679	5.86622	H3K4me3_WT_1_peak_1100
chrIX	303749	304224	476	304029	242.00	42.95827	2.79793	41.86644	H3K4me3_WT_1_peak_1101
chrIX	307604	307993	390	307833	193.00	27.51188	2.44616	26.65577	H3K4me3_WT_1_peak_1102
chrIX	309896	310522	627	310307	287.00	72.93974	3.61677	71.01337	H3K4me3_WT_1_peak_1103
chrIX	310943	311731	789	311229	315.00	98.43284	4.32391	95.03281	H3K4me3_WT_1_peak_1104
chrIX	312758	313511	754	313098	295.00	73.75298	3.57322	71.79337	H3K4me3_WT_1_peak_1105
chrIX	314592	315413	822	315235	150.00	14.69111	2.02265	13.98695	H3K4me3_WT_1_peak_1106
chrIX	316662	317674	1013	316974	287.00	73.87579	3.65359	71.91264	H3K4me3_WT_1_peak_1107
chrIX	320512	322834	2323	321682	257.00	58.30321	3.30666	56.86720	H3K4me3_WT_1_peak_1108
chrIX	325948	326564	617	326160	229.00	39.63386	2.74986	38.60051	H3K4me3_WT_1_peak_1109
chrIX	334777	335325	549	334983	199.00	30.81351	2.56330	29.91368	H3K4me3_WT_1_peak_1110
chrIX	335745	336286	542	336045	277.00	71.57389	3.66087	69.70223	H3K4me3_WT_1_peak_1111
chrIX	336949	337174	226	337045	135.00	9.65984	1.78114	9.01434	H3K4me3_WT_1_peak_1112
chrIX	337319	337595	277	337457	121.00	6.14165	1.58513	5.53935	H3K4me3_WT_1_peak_1113
chrIX	339279	339767	489	339476	181.00	24.08405	2.35342	23.27101	H3K4me3_WT_1_peak_1114
chrIX	342445	342786	342	342614	183.00	19.96010	2.13835	19.19501	H3K4me3_WT_1_peak_1115
chrIX	343173	344633	1461	344187	309.00	86.51127	3.92310	83.92046	H3K4me3_WT_1_peak_1116
chrIX	345513	346131	619	345801	263.00	46.72548	2.80639	45.55982	H3K4me3_WT_1_peak_1117
chrIX	347974	348705	732	348356	239.00	49.84816	3.10792	48.61764	H3K4me3_WT_1_peak_1118
chrIX	349071	349271	201	349154	124.00	6.98249	1.63777	6.36916	H3K4me3_WT_1_peak_1119
chrIX	350217	350541	325	350379	151.00	14.53474	2.00842	13.83250	H3K4me3_WT_1_peak_1120
chrIX	353077	354354	1278	353363	230.00	43.61451	2.91269	42.51021	H3K4me3_WT_1_peak_1121
chrIX	356459	357016	558	356817	205.00	38.06298	2.86212	37.05565	H3K4me3_WT_1_peak_1122
chrIX	360019	361404	1386	361049	256.00	58.43429	3.32117	56.99503	H3K4me3_WT_1_peak_1123
chrIX	363111	363772	662	363449	278.00	67.91506	3.50375	66.18154	H3K4me3_WT_1_peak_1124
chrIX	364847	365203	357	365018	195.00	24.64503	2.29925	23.82485	H3K4me3_WT_1_peak_1125
chrIX	369250	370249	1000	369833	320.00	93.67784	4.08053	90.63741	H3K4me3_WT_1_peak_1126
chrIX	370677	371278	602	370893	167.00	15.20073	1.97078	14.49079	H3K4me3_WT_1_peak_1127
chrIX	373859	375079	1221	374594	291.00	76.55132	3.71947	74.47733	H3K4me3_WT_1_peak_1128
chrIX	375257	376076	820	375498	283.00	75.02582	3.73988	73.01565	H3K4me3_WT_1_peak_1129
chrIX	377722	379059	1338	378110	305.00	93.21309	4.23356	90.20730	H3K4me3_WT_1_peak_1130
chrIX	381022	382209	1188	382015	217.00	32.73241	2.53348	31.80639	H3K4me3_WT_1_peak_1131
chrIX	383890	384157	268	384039	131.00	10.03587	1.82300	9.38594	H3K4me3_WT_1_peak_1132
chrIX	384506	385174	669	384830	280.00	65.52576	3.39215	63.87415	H3K4me3_WT_1_peak_1133
chrIX	396546	397771	1226	397404	251.00	52.39260	3.11447	51.10377	H3K4me3_WT_1_peak_1134
chrIX	398613	400367	1755	398856	282.00	65.75077	3.38352	64.09194	H3K4me3_WT_1_peak_1135
chrIX	403102	404154	1053	403784	256.00	48.78909	2.93204	47.58099	H3K4me3_WT_1_peak_1136
chrIX	405613	405998	386	405841	158.00	12.76263	1.87580	12.08088	H3K4me3_WT_1_peak_1137
chrIX	409769	410076	308	410026	122.00	5.11410	1.50346	4.52605	H3K4me3_WT_1_peak_1138
chrIX	410429	411147	719	410797	194.00	21.64246	2.16524	20.85813	H3K4me3_WT_1_peak_1139
chrIX	414183	414907	725	414679	284.00	60.34108	3.16458	58.85039	H3K4me3_WT_1_peak_1140
chrIX	415992	416583	592	416195	258.00	55.16002	3.16955	53.80542	H3K4me3_WT_1_peak_1141
chrIX	420244	420784	541	420542	216.00	40.20903	2.87215	39.16608	H3K4me3_WT_1_peak_1142
chrIX	421546	421827	282	421729	136.00	8.79223	1.72048	8.15682	H3K4me3_WT_1_peak_1143
chrIX	422423	423485	1063	422774	242.00	53.05060	3.21970	51.74731	H3K4me3_WT_1_peak_1144
chrIX	424210	424531	322	424405	136.00	9.61333	1.77411	8.96829	H3K4me3_WT_1_peak_1145
chrV	7249	7694	446	7562	147.00	15.47810	2.08557	14.76496	H3K4me3_WT_1_peak_1146
chrV	9271	10074	804	9643	217.00	37.39435	2.73770	36.39762	H3K4me3_WT_1_peak_1147
chrV	13564	14223	660	13865	220.00	31.80276	2.47600	30.88936	H3K4me3_WT_1_peak_1148
chrV	16176	17138	963	16471	285.00	82.78567	4.03936	80.40518	H3K4me3_WT_1_peak_1149
chrV	25774	26904	1131	26378	162.00	18.59388	2.17871	17.84451	H3K4me3_WT_1_peak_1150
chrV	30915	31287	373	31140	165.00	20.09121	2.24286	19.32471	H3K4me3_WT_1_peak_1151
chrV	32950	33726	777	33382	282.00	76.85397	3.82533	74.76411	H3K4me3_WT_1_peak_1152
chrV	34229	35033	805	34485	217.00	37.76819	2.75435	36.76540	H3K4me3_WT_1_peak_1153
chrV	39086	39737	652	39458	272.00	69.11015	3.61028	67.33218	H3K4me3_WT_1_peak_1154
chrV	41493	42016	524	41815	191.00	31.25438	2.64227	30.34836	H3K4me3_WT_1_peak_1155
chrV	43162	43734	573	43381	236.00	52.99372	3.27312	51.69106	H3K4me3_WT_1_peak_1156
chrV	46796	47812	1017	47263	295.00	83.33900	3.94796	80.92847	H3K4me3_WT_1_peak_1157
chrV	51026	51710	685	51461	254.00	59.56331	3.38734	58.09352	H3K4me3_WT_1_peak_1158
chrV	52646	53348	703	53144	326.00	101.77465	4.32441	98.09046	H3K4me3_WT_1_peak_1159
chrV	55657	56240	584	56017	216.00	31.78330	2.49856	30.87025	H3K4me3_WT_1_peak_1160
chrV	56432	57112	681	56678	251.00	53.91969	3.17748	52.59483	H3K4me3_WT_1_peak_1161
chrV	58254	59149	896	58500	302.00	74.57037	3.54111	72.57975	H3K4me3_WT_1_peak_1162
chrV	60296	61603	1308	60731	296.00	87.89811	4.12277	85.22318	H3K4me3_WT_1_peak_1163
chrV	64757	65202	446	64944	178.00	29.05861	2.63139	28.18199	H3K4me3_WT_1_peak_1164
chrV	66360	66817	458	66658	167.00	20.45361	2.25037	19.68304	H3K4me3_WT_1_peak_1165
chrV	68075	69005	931	68677	288.00	87.17590	4.18999	84.54674	H3K4me3_WT_1_peak_1166
chrV	69743	71222	1480	70646	298.00	78.27431	3.71746	76.12048	H3K4me3_WT_1_peak_1167
chrV	73581	74222	642	73868	274.00	68.39499	3.56116	66.64302	H3K4me3_WT_1_peak_1168
chrV	78017	78607	591	78263	171.00	22.83567	2.35249	22.03735	H3K4me3_WT_1_peak_1169
chrV	80420	80815	396	80574	163.00	14.00701	1.92386	13.31071	H3K4me3_WT_1_peak_1170
chrV	82019	82851	833	82619	284.00	71.25115	3.57910	69.39182	H3K4me3_WT_1_peak_1171
chrV	83791	84751	961	84433	261.00	67.00393	3.63531	65.30287	H3K4me3_WT_1_peak_1172
chrV	85559	86323	765	85768	292.00	85.55099	4.07269	83.01414	H3K4me3_WT_1_peak_1173
chrV	86822	87572	751	87156	250.00	59.85769	3.43903	58.37922	H3K4me3_WT_1_peak_1174
chrV	90045	90962	918	90370	308.00	81.73328	3.75196	79.40731	H3K4me3_WT_1_peak_1175
chrV	94186	94603	418	94380	194.00	29.36333	2.52834	28.48307	H3K4me3_WT_1_peak_1176
chrV	97234	98539	1306	97703	247.00	47.82738	2.95939	46.63992	H3K4me3_WT_1_peak_1177
chrV	99079	100014	936	99760	235.00	41.06768	2.76848	40.00964	H3K4me3_WT_1_peak_1178
chrV	100642	101321	680	100890	296.00	76.36275	3.66336	74.29673	H3K4me3_WT_1_peak_1179
chrV	101764	102409	646	102034	296.00	69.87475	3.41969	68.06907	H3K4me3_WT_1_peak_1180
chrV	105545	106237	693	106006	234.00	41.12294	2.77766	40.06394	H3K4me3_WT_1_peak_1181
chrV	106344	106693	350	106456	140.00	9.79770	1.77036	9.15037	H3K4me3_WT_1_peak_1182
chrV	107091	107783	693	107420	280.00	62.54099	3.27786	60.98655	H3K4me3_WT_1_peak_1183
chrV	110847	111189	343	111002	171.00	17.33509	2.06434	16.60026	H3K4me3_WT_1_peak_1184
chrV	111288	111990	703	111526	277.00	66.66024	3.46327	64.96976	H3K4me3_WT_1_peak_1185
chrV	116464	116945	482	116784	176.00	18.90265	2.12026	18.14982	H3K4me3_WT_1_peak_1186
chrV	117092	117588	497	117286	287.00	71.83366	3.57356	69.95139	H3K4me3_WT_1_peak_1187
chrV	120881	122130	1250	121622	278.00	72.52669	3.68963	70.61653	H3K4me3_WT_1_peak_1188
chrV	122410	123083	674	122841	259.00	61.04375	3.40227	59.53229	H3K4me3_WT_1_peak_1189
chrV	123551	124198	648	123751	262.00	68.42725	3.68611	66.67489	H3K4me3_WT_1_peak_1190
chrV	125887	127321	1435	126719	298.00	85.79547	4.01374	83.24677	H3K4me3_WT_1_peak_1191
chrV	128519	129338	820	128741	253.00	53.85552	3.15797	52.53230	H3K4me3_WT_1_peak_1192
chrV	131851	132078	228	131922	123.00	6.96399	1.63984	6.35083	H3K4me3_WT_1_peak_1193
chrV	134831	135162	332	134985	129.00	4.89345	1.46968	4.30853	H3K4me3_WT_1_peak_1194
chrV	139318	140413	1096	140250	204.00	33.51070	2.65468	32.57307	H3K4me3_WT_1_peak_1195
chrV	141666	142507	842	142008	272.00	61.27824	3.29558	59.76036	H3K4me3_WT_1_peak_1196
chrV	144197	144832	636	144527	272.00	59.66926	3.23295	58.19633	H3K4me3_WT_1_peak_1197
chrV	146407	147419	1013	146672	181.00	20.69204	2.18436	19.91863	H3K4me3_WT_1_peak_1198
chrV	148158	148466	309	148298	151.00	9.32480	1.70295	8.68314	H3K4me3_WT_1_peak_1199
chrV	149492	150170	679	149926	223.00	33.01417	2.50961	32.08422	H3K4me3_WT_1_peak_1200
chrV	150304	151049	746	150738	233.00	48.05372	3.08145	46.86104	H3K4me3_WT_1_peak_1201
chrV	153478	154074	597	153732	168.00	21.09057	2.27845	20.31263	H3K4me3_WT_1_peak_1202
chrV	156703	157283	581	156907	271.00	58.83898	3.20891	57.38843	H3K4me3_WT_1_peak_1203
chrV	158480	159180	701	158824	245.00	53.14469	3.19691	51.83873	H3K4me3_WT_1_peak_1204
chrV	159387	161135	1749	159823	251.00	55.89336	3.25993	54.52055	H3K4me3_WT_1_peak_1205
chrV	162608	163265	658	162981	244.00	50.60620	3.09800	49.35838	H3K4me3_WT_1_peak_1206
chrV	164532	164912	381	164678	188.00	23.00129	2.25967	22.20098	H3K4me3_WT_1_peak_1207
chrV	166342	167603	1262	166746	300.00	70.66235	3.41526	68.82629	H3K4me3_WT_1_peak_1208
chrV	171265	172531	1267	171726	300.00	67.81171	3.31273	66.08096	H3K4me3_WT_1_peak_1209
chrV	172870	173305	436	173078	187.00	24.20705	2.32349	23.39218	H3K4me3_WT_1_peak_1210
chrV	177240	178549	1310	178005	305.00	76.79384	3.59641	74.70627	H3K4me3_WT_1_peak_1211
chrV	178703	179305	603	179038	223.00	28.47634	2.32177	27.60779	H3K4me3_WT_1_peak_1212
chrV	182542	183006	465	182710	211.00	35.45550	2.69383	34.48900	H3K4me3_WT_1_peak_1213
chrV	187461	188821	1361	188387	284.00	69.08874	3.49459	67.31240	H3K4me3_WT_1_peak_1214
chrV	191235	191962	728	191679	251.00	60.33271	3.44970	58.84221	H3K4me3_WT_1_peak_1215
chrV	192234	193490	1257	193152	278.00	70.64204	3.61296	68.80645	H3K4me3_WT_1_peak_1216
chrV	194229	194749	521	194472	268.00	67.78035	3.59554	66.05188	H3K4me3_WT_1_peak_1217
chrV	194958	195846	889	195302	291.00	84.13435	4.02557	81.67758	H3K4me3_WT_1_peak_1218
chrV	196799	197722	924	197019	313.00	92.20016	4.10028	89.26601	H3K4me3_WT_1_peak_1219
chrV	198722	199374	653	198920	261.00	58.76966	3.29026	57.32053	H3K4me3_WT_1_peak_1220
chrV	200949	201768	820	201276	293.00	80.61517	3.86015	78.34650	H3K4me3_WT_1_peak_1221
chrV	202793	203243	451	202975	159.00	17.39961	2.12947	16.66406	H3K4me3_WT_1_peak_1222
chrV	205081	205938	858	205317	303.00	79.61529	3.72024	77.39798	H3K4me3_WT_1_peak_1223
chrV	207791	208578	788	208356	269.00	68.28852	3.60658	66.54324	H3K4me3_WT_1_peak_1224
chrV	209670	210426	757	210189	283.00	68.01254	3.46189	66.27505	H3K4me3_WT_1_peak_1225
chrV	212708	213952	1245	213571	263.00	57.40402	3.21810	55.99181	H3K4me3_WT_1_peak_1226
chrV	214084	215599	1516	215095	293.00	83.45496	3.97488	81.03809	H3K4me3_WT_1_peak_1227
chrV	220897	221341	445	221183	178.00	26.98750	2.52241	26.13794	H3K4me3_WT_1_peak_1228
chrV	221741	222247	507	221961	244.00	55.06984	3.28885	53.71774	H3K4me3_WT_1_peak_1229
chrV	222534	223148	615	222774	243.00	58.03017	3.42907	56.60193	H3K4me3_WT_1_peak_1230
chrV	224415	225341	927	225049	303.00	83.17757	3.85656	80.77516	H3K4me3_WT_1_peak_1231
chrV	227852	230378	2527	229835	309.00	95.03875	4.25959	91.90392	H3K4me3_WT_1_peak_1232
chrV	232364	232919	556	232562	257.00	63.81567	3.53961	62.22047	H3K4me3_WT_1_peak_1233
chrV	236234	237310	1077	236972	299.00	89.65961	4.15978	86.88209	H3K4me3_WT_1_peak_1234
chrV	237655	238054	400	237965	138.00	11.95082	1.91543	11.27855	H3K4me3_WT_1_peak_1235
chrV	243186	243480	295	243306	113.00	6.10312	1.60864	5.50121	H3K4me3_WT_1_peak_1236
chrV	246123	246741	619	246399	224.00	43.24461	2.94427	42.14728	H3K4me3_WT_1_peak_1237
chrV	247685	248334	650	248022	281.00	71.40797	3.61426	69.54074	H3K4me3_WT_1_peak_1238
chrV	250581	251278	698	250809	254.00	51.36220	3.04876	50.09698	H3K4me3_WT_1_peak_1239
chrV	251581	252345	765	251964	234.00	44.54729	2.92175	43.42511	H3K4me3_WT_1_peak_1240
chrV	253939	255108	1170	254288	279.00	71.58209	3.64104	69.70944	H3K4me3_WT_1_peak_1241
chrV	257397	258563	1167	257898	278.00	75.82027	3.82603	73.77696	H3K4me3_WT_1_peak_1242
chrV	259032	259722	691	259457	230.00	47.01195	3.06135	45.84047	H3K4me3_WT_1_peak_1243
chrV	261985	262472	488	262156	155.00	16.14827	2.08068	15.42737	H3K4me3_WT_1_peak_1244
chrV	265116	265969	854	265625	284.00	68.55930	3.47408	66.80202	H3K4me3_WT_1_peak_1245
chrV	267620	268197	578	267934	239.00	56.07607	3.38201	54.69839	H3K4me3_WT_1_peak_1246
chrV	269263	270308	1046	270023	302.00	87.81483	4.04999	85.14839	H3K4me3_WT_1_peak_1247
chrV	270620	271306	687	270942	275.00	69.87611	3.61164	68.06986	H3K4me3_WT_1_peak_1248
chrV	271611	272182	572	271841	203.00	35.38243	2.75032	34.41693	H3K4me3_WT_1_peak_1249
chrV	272379	273073	695	272756	264.00	68.75357	3.67857	66.98972	H3K4me3_WT_1_peak_1250
chrV	274485	274721	237	274570	134.00	9.66130	1.78531	9.01571	H3K4me3_WT_1_peak_1251
chrV	279107	279688	582	279390	219.00	33.00717	2.53310	32.07743	H3K4me3_WT_1_peak_1252
chrV	280232	280871	640	280608	209.00	41.88950	3.01100	40.81721	H3K4me3_WT_1_peak_1253
chrV	281496	282198	703	281789	271.00	69.47660	3.63564	67.68647	H3K4me3_WT_1_peak_1254
chrV	283559	284352	794	283948	270.00	71.73225	3.74102	69.85564	H3K4me3_WT_1_peak_1255
chrV	285131	285868	738	285483	240.00	57.54419	3.43808	56.12886	H3K4me3_WT_1_peak_1256
chrV	286640	287233	594	287065	179.00	23.68333	2.34556	22.87499	H3K4me3_WT_1_peak_1257
chrV	288875	289798	924	289468	215.00	34.13927	2.60749	33.19256	H3K4me3_WT_1_peak_1258
chrV	292885	293601	717	293098	270.00	53.39951	3.00913	52.08697	H3K4me3_WT_1_peak_1259
chrV	295349	296091	743	295648	271.00	68.54623	3.59706	66.78938	H3K4me3_WT_1_peak_1260
chrV	301985	302358	374	302246	137.00	6.22703	1.54610	5.62406	H3K4me3_WT_1_peak_1261
chrV	302632	303296	665	302873	303.00	84.81841	3.92041	82.32232	H3K4me3_WT_1_peak_1262
chrV	303914	304736	823	304234	265.00	69.80843	3.71313	68.00623	H3K4me3_WT_1_peak_1263
chrV	306184	307218	1035	306439	297.00	80.63995	3.81932	78.37010	H3K4me3_WT_1_peak_1264
chrV	307487	308037	551	307708	247.00	53.74674	3.20486	52.42687	H3K4me3_WT_1_peak_1265
chrV	310629	311460	832	311047	258.00	59.99784	3.36796	58.51550	H3K4me3_WT_1_peak_1266
chrV	313312	313757	446	313476	151.00	11.86798	1.85285	11.19659	H3K4me3_WT_1_peak_1267
chrV	316026	316590	565	316408	217.00	35.57748	2.65737	34.60913	H3K4me3_WT_1_peak_1268
chrV	318030	318517	488	318170	131.00	7.84317	1.67456	7.21919	H3K4me3_WT_1_peak_1269
chrV	318874	319525	652	319119	225.00	39.09532	2.75489	38.07106	H3K4me3_WT_1_peak_1270
chrV	319842	320431	590	320100	274.00	70.14905	3.63288	68.33419	H3K4me3_WT_1_peak_1271
chrV	322136	323005	870	322304	233.00	41.05225	2.78167	39.99443	H3K4me3_WT_1_peak_1272
chrV	325464	327154	1691	326783	286.00	78.85815	3.86431	76.67641	H3K4me3_WT_1_peak_1273
chrV	328332	329157	826	328552	258.00	60.50559	3.38918	59.00938	H3K4me3_WT_1_peak_1274
chrV	330483	331039	557	330767	247.00	52.50591	3.15256	51.21491	H3K4me3_WT_1_peak_1275
chrV	332497	332959	463	332756	269.00	57.81614	3.18532	56.39334	H3K4me3_WT_1_peak_1276
chrV	334287	335363	1077	335035	299.00	88.36808	4.10679	85.66846	H3K4me3_WT_1_peak_1277
chrV	336729	338574	1846	337213	273.00	65.17753	3.44096	63.53830	H3K4me3_WT_1_peak_1278
chrV	341743	342255	513	342118	203.00	29.20095	2.46263	28.32261	H3K4me3_WT_1_peak_1279
chrV	342778	343189	412	342997	274.00	73.00111	3.75137	71.07276	H3K4me3_WT_1_peak_1280
chrV	347168	348449	1282	347464	256.00	61.78647	3.46262	60.25420	H3K4me3_WT_1_peak_1281
chrV	348675	349645	971	349176	302.00	86.29192	3.98924	83.71298	H3K4me3_WT_1_peak_1282
chrV	349850	350503	654	350115	223.00	45.77657	3.06707	44.63043	H3K4me3_WT_1_peak_1283
chrV	358480	360062	1583	359704	288.00	64.77825	3.29712	63.15249	H3K4me3_WT_1_peak_1284
chrV	361384	362247	864	361710	201.00	29.45291	2.48665	28.57146	H3K4me3_WT_1_peak_1285
chrV	362598	363302	705	362877	304.00	89.04662	4.07672	86.30476	H3K4me3_WT_1_peak_1286
chrV	363917	364884	968	364169	226.00	45.62947	3.03415	44.48601	H3K4me3_WT_1_peak_1287
chrV	366754	367298	545	366933	191.00	33.89492	2.77462	32.95211	H3K4me3_WT_1_peak_1288
chrV	371426	372094	669	371847	283.00	66.28751	3.39548	64.61067	H3K4me3_WT_1_peak_1289
chrV	374099	374785	687	374451	258.00	64.01054	3.53775	62.40926	H3K4me3_WT_1_peak_1290
chrV	377142	377953	812	377477	240.00	45.33194	2.90928	44.19489	H3K4me3_WT_1_peak_1291
chrV	381536	382269	734	381932	263.00	64.09259	3.49126	62.48947	H3K4me3_WT_1_peak_1292
chrV	385706	386203	498	385913	165.00	17.16141	2.08467	16.42870	H3K4me3_WT_1_peak_1293
chrV	387092	387723	632	387363	239.00	53.26704	3.25681	51.95861	H3K4me3_WT_1_peak_1294
chrV	389515	390236	722	389866	259.00	63.30986	3.49775	61.73106	H3K4me3_WT_1_peak_1295
chrV	393377	394053	677	393806	226.00	42.81845	2.90935	41.72902	H3K4me3_WT_1_peak_1296
chrV	394568	395091	524	394691	140.00	14.06007	2.03809	13.36313	H3K4me3_WT_1_peak_1297
chrV	395637	396334	698	396107	280.00	70.84377	3.60144	68.99953	H3K4me3_WT_1_peak_1298
chrV	396620	397679	1060	396938	311.00	85.89480	3.87909	83.34052	H3K4me3_WT_1_peak_1299
chrV	398682	399293	612	399024	222.00	38.37923	2.74517	37.36673	H3K4me3_WT_1_peak_1300
chrV	400241	401876	1636	401222	330.00	114.32153	4.77558	109.13734	H3K4me3_WT_1_peak_1301
chrV	403572	405231	1660	404247	303.00	81.77136	3.80238	79.44268	H3K4me3_WT_1_peak_1302
chrV	409611	410386	776	409877	276.00	70.06956	3.60956	68.25702	H3K4me3_WT_1_peak_1303
chrV	413631	415097	1467	414100	267.00	67.03472	3.57450	65.33212	H3K4me3_WT_1_peak_1304
chrV	415797	416340	544	416002	209.00	35.69651	2.71943	34.72631	H3K4me3_WT_1_peak_1305
chrV	416646	417510	865	416838	253.00	50.15266	3.00795	48.91413	H3K4me3_WT_1_peak_1306
chrV	421685	422654	970	422404	273.00	69.67565	3.62351	67.87661	H3K4me3_WT_1_peak_1307
